Time,Y,
0.00102,7.242181453,10.01136535
0.00103,8.436528108,-0.393754149
0.00104,7.756463002,5.795646177
0.00105,5.877852523,10.21271381
0.00106,3.906544798,3.24655901
0.00107,2.949849846,0.406790633
0.00108,3.687996674,15.11930325
0.00109,6.109344263,8.040311215
0.0011,9.510565163,16.35423565
0.00111,12.76179877,7.913452717
0.00112,14.73554987,21.3982359
0.00113,14.73554987,23.6241029
0.00114,12.76179877,9.79984254
0.00115,9.510565163,13.12022461
0.00116,6.109344263,2.125227485
0.00117,3.687996674,1.93418929
0.00118,2.949849846,3.923611499
0.00119,3.906544798,-1.462518597
0.0012,5.877852523,4.451405408
0.00121,7.756463002,11.65950147
0.00122,8.436528108,0.140470462
0.00123,7.242181453,2.775661186
0.00124,4.192258597,5.838374567
0.00125,3.67653E-15,15.9035918
0.00126,-4.192258597,-4.642070436
0.00127,-7.242181453,-14.10891487
0.00128,-8.436528108,0.340305969
0.00129,-7.756463002,-11.85019203
0.0013,-5.877852523,-7.963474465
0.00131,-3.906544798,5.637330703
0.00132,-2.949849846,3.723746787
0.00133,-3.687996674,5.583418052
0.00134,-6.109344263,-1.901259496
0.00135,-9.510565163,-11.31723596
0.00136,-12.76179877,-14.68540326
0.00137,-14.73554987,-12.21751686
0.00138,-14.73554987,-16.49391571
0.00139,-12.76179877,-13.25525468
0.0014,-9.510565163,-9.117807523
0.00141,-6.109344263,-2.33016928
0.00142,-3.687996674,-7.2866703
0.00143,-2.949849846,1.848572723
0.00144,-3.906544798,-2.199609784
0.00145,-5.877852523,-7.160792537
0.00146,-7.756463002,-14.81361922
0.00147,-8.436528108,0.595822702
0.00148,-7.242181453,-7.022136828
0.00149,-4.192258597,-7.661093662
0.0015,9.79902E-15,6.755309537
0.00151,4.192258597,7.534143273
0.00152,7.242181453,5.099131384
0.00153,8.436528108,3.592925513
0.00154,7.756463002,4.471814362
0.00155,5.877852523,4.146752135
0.00156,3.906544798,8.637598365
0.00157,2.949849846,-6.593077876
0.00158,3.687996674,9.145399658
0.00159,6.109344263,-4.256331026
0.0016,9.510565163,6.215889073
0.00161,12.76179877,8.926022343
0.00162,14.73554987,11.06405025
0.00163,14.73554987,16.05763613
0.00164,12.76179877,17.22623786
0.00165,9.510565163,12.36234617
0.00166,6.109344263,-3.274096486
0.00167,3.687996674,0.23660089
0.00168,2.949849846,6.23800279
0.00169,3.906544798,2.587660793
0.0017,5.877852523,10.42751225
0.00171,7.756463002,13.73129423
0.00172,8.436528108,2.774637414
0.00173,7.242181453,13.78692702
0.00174,4.192258597,4.336219624
0.00175,-2.32746E-14,4.17198654
0.00176,-4.192258597,-0.558618247
0.00177,-7.242181453,-6.971208759
0.00178,-8.436528108,-17.69876807
0.00179,-7.756463002,-7.21400879
0.0018,-5.877852523,-5.398820942
0.00181,-3.906544798,-4.456616813
0.00182,-2.949849846,4.004752848
0.00183,-3.687996674,4.800504934
0.00184,-6.109344263,-12.2122549
0.00185,-9.510565163,-16.96439909
0.00186,-12.76179877,-10.76237706
0.00187,-14.73554987,-11.28401787
0.00188,-14.73554987,-20.94657212
0.00189,-12.76179877,-12.16628953
0.0019,-9.510565163,-12.61074624
0.00191,-6.109344263,-13.17801166
0.00192,-3.687996674,-0.264716085
0.00193,-2.949849846,4.14352155
0.00194,-3.906544798,2.733844013
0.00195,-5.877852523,-1.33423366
0.00196,-7.756463002,-14.38415195
0.00197,-8.436528108,-4.741856195
0.00198,-7.242181453,-11.8214053
0.00199,-4.192258597,0.486962394
0.002,-3.43042E-14,6.541065349
0.00201,4.192258597,9.01543518
0.00202,7.242181453,4.029988019
0.00203,8.436528108,8.955654156
0.00204,7.756463002,8.331075229
0.00205,5.877852523,-0.6608061
0.00206,3.906544798,3.665258294
0.00207,2.949849846,13.12967057
0.00208,3.687996674,1.314670555
0.00209,6.109344263,9.177730257
0.0021,9.510565163,5.500201216
0.00211,12.76179877,14.67723779
0.00212,14.73554987,8.699499241
0.00213,14.73554987,9.807269896
0.00214,12.76179877,13.75879421
0.00215,9.510565163,15.59220435
0.00216,6.109344263,5.880963354
0.00217,3.687996674,3.303434833
0.00218,2.949849846,6.67967952
0.00219,3.906544798,3.341732998
0.0022,5.877852523,10.51549587
0.00221,7.756463002,13.42470103
0.00222,8.436528108,4.425420903
0.00223,7.242181453,6.789002361
0.00224,4.192258597,0.940865025
0.00225,5.63557E-14,-1.359861404
0.00226,-4.192258597,-5.033029259
0.00227,-7.242181453,-2.002798884
0.00228,-8.436528108,-5.627493989
0.00229,-7.756463002,0.874410466
0.0023,-5.877852523,-5.901952785
0.00231,-3.906544798,3.895633277
0.00232,-2.949849846,-3.438489539
0.00233,-3.687996674,-1.080553913
0.00234,-6.109344263,-6.552811442
0.00235,-9.510565163,-8.357160613
0.00236,-12.76179877,-9.378135194
0.00237,-14.73554987,-5.964931953
0.00238,-14.73554987,-11.23762764
0.00239,-12.76179877,-8.069479458
0.0024,-9.510565163,-13.31334294
0.00241,-6.109344263,-12.12756431
0.00242,-3.687996674,-9.216535538
0.00243,-2.949849846,-2.476997549
0.00244,-3.906544798,-8.504432065
0.00245,-5.877852523,-10.25794923
0.00246,-7.756463002,-7.604295618
0.00247,-8.436528108,-9.508085281
0.00248,-7.242181453,-0.103683614
0.00249,-4.192258597,-9.609064736
0.0025,-7.35306E-15,1.689608308
0.00251,4.192258597,2.784660026
0.00252,7.242181453,-0.378986848
0.00253,8.436528108,7.438003697
0.00254,7.756463002,-1.437741684
0.00255,5.877852523,8.962522809
0.00256,3.906544798,-1.295776057
0.00257,2.949849846,-3.13846552
0.00258,3.687996674,5.120706529
0.00259,6.109344263,-1.052468145
0.0026,9.510565163,6.983744761
0.00261,12.76179877,13.79236915
0.00262,14.73554987,19.77046862
0.00263,14.73554987,19.56318263
0.00264,12.76179877,25.49951592
0.00265,9.510565163,10.7269364
0.00266,6.109344263,17.07285048
0.00267,3.687996674,2.832268257
0.00268,2.949849846,-1.029832031
0.00269,3.906544798,3.724913881
0.0027,5.877852523,8.407620238
0.00271,7.756463002,1.790798272
0.00272,8.436528108,4.85333587
0.00273,7.242181453,10.47629681
0.00274,4.192258597,12.34387393
0.00275,1.71513E-13,-9.125268612
0.00276,-4.192258597,-5.247962317
0.00277,-7.242181453,-6.484631549
0.00278,-8.436528108,-11.50618123
0.00279,-7.756463002,-14.2846108
0.0028,-5.877852523,-4.534355892
0.00281,-3.906544798,4.558797724
0.00282,-2.949849846,-5.902023824
0.00283,-3.687996674,0.608769052
0.00284,-6.109344263,-7.23855924
0.00285,-9.510565163,-13.62511944
0.00286,-12.76179877,-5.539245648
0.00287,-14.73554987,-25.91762643
0.00288,-14.73554987,-17.77270969
0.00289,-12.76179877,-11.46588774
0.0029,-9.510565163,-8.122411664
0.00291,-6.109344263,-9.093952102
0.00292,-3.687996674,-1.630810692
0.00293,-2.949849846,-1.278280578
0.00294,-3.906544798,-9.175511247
0.00295,-5.877852523,-0.967733627
0.00296,-7.756463002,2.9570437
0.00297,-8.436528108,-4.233208529
0.00298,-7.242181453,-4.048052441
0.00299,-4.192258597,-0.479336166
0.003,1.9598E-14,1.48991491
0.00301,4.192258597,-2.633584872
0.00302,7.242181453,3.969927411
0.00303,8.436528108,12.53529752
0.00304,7.756463002,6.850899411
0.00305,5.877852523,14.86683211
0.00306,3.906544798,3.299650001
0.00307,2.949849846,2.652375161
0.00308,3.687996674,-1.711598004
0.00309,6.109344263,-4.258032634
0.0031,9.510565163,2.532144078
0.00311,12.76179877,9.146914814
0.00312,14.73554987,9.723494694
0.00313,14.73554987,18.7265217
0.00314,12.76179877,9.401712265
0.00315,9.510565163,16.08538498
0.00316,6.109344263,4.608039734
0.00317,3.687996674,-7.450639988
0.00318,2.949849846,0.995594874
0.00319,3.906544798,11.85788366
0.0032,5.877852523,5.579979247
0.00321,7.756463002,9.531834351
0.00322,8.436528108,0.199607682
0.00323,7.242181453,-3.07034662
0.00324,4.192258597,7.574351855
0.00325,1.44562E-13,-0.914525871
0.00326,-4.192258597,-10.04746836
0.00327,-7.242181453,-3.273557771
0.00328,-8.436528108,-15.97675084
0.00329,-7.756463002,-9.392445798
0.0033,-5.877852523,-5.676341796
0.00331,-3.906544798,-4.941320018
0.00332,-2.949849846,-6.326176072
0.00333,-3.687996674,-5.670455586
0.00334,-6.109344263,2.506591982
0.00335,-9.510565163,-17.42790212
0.00336,-12.76179877,-9.761719083
0.00337,-14.73554987,-15.35934459
0.00338,-14.73554987,-17.47330001
0.00339,-12.76179877,-7.405348497
0.0034,-9.510565163,-8.445197733
0.00341,-6.109344263,-1.839349052
0.00342,-3.687996674,-0.406167237
0.00343,-2.949849846,6.885871861
0.00344,-3.906544798,-2.974032227
0.00345,-5.877852523,-6.824192475
0.00346,-7.756463002,-10.02067689
0.00347,-8.436528108,-9.734579753
0.00348,-7.242181453,-12.34150889
0.00349,-4.192258597,-12.53377634
0.0035,4.65491E-14,-0.544172253
0.00351,4.192258597,1.594293755
0.00352,7.242181453,14.59909448
0.00353,8.436528108,11.48333153
0.00354,7.756463002,5.530211619
0.00355,5.877852523,12.18230371
0.00356,3.906544798,3.667143952
0.00357,2.949849846,-2.957229487
0.00358,3.687996674,1.563508762
0.00359,6.109344263,8.69621437
0.0036,9.510565163,11.92413403
0.00361,12.76179877,19.43521092
0.00362,14.73554987,19.22905296
0.00363,14.73554987,15.05708351
0.00364,12.76179877,13.2598327
0.00365,9.510565163,17.4920115
0.00366,6.109344263,0.538522407
0.00367,3.687996674,-2.87867645
0.00368,2.949849846,-3.311777875
0.00369,3.906544798,5.635838502
0.0037,5.877852523,6.876522971
0.00371,7.756463002,12.03721017
0.00372,8.436528108,3.948630034
0.00373,7.242181453,1.7431929
0.00374,4.192258597,13.4422332
0.00375,1.17611E-13,-8.287214838
0.00376,-4.192258597,-7.610574376
0.00377,-7.242181453,-8.69796941
0.00378,-8.436528108,-16.40763507
0.00379,-7.756463002,-5.697289613
0.0038,-5.877852523,-6.440187256
0.00381,-3.906544798,-1.65382134
0.00382,-2.949849846,2.187251043
0.00383,-3.687996674,2.94321168
0.00384,-6.109344263,-6.246336627
0.00385,-9.510565163,-10.23061587
0.00386,-12.76179877,-21.73128923
0.00387,-14.73554987,-22.89961383
0.00388,-14.73554987,-8.155439186
0.00389,-12.76179877,-17.53938184
0.0039,-9.510565163,-10.16321509
0.00391,-6.109344263,-2.472201212
0.00392,-3.687996674,-6.103795833
0.00393,-2.949849846,-2.205741957
0.00394,-3.906544798,-8.620245647
0.00395,-5.877852523,-12.84343253
0.00396,-7.756463002,-3.359029503
0.00397,-8.436528108,3.042597349
0.00398,-7.242181453,-8.182892171
0.00399,-4.192258597,0.129832802
0.004,-6.86083E-14,-8.873842747
0.00401,4.192258597,4.634886662
0.00402,7.242181453,-1.446591312
0.00403,8.436528108,15.00589763
0.00404,7.756463002,-3.132146241
0.00405,5.877852523,6.244966432
0.00406,3.906544798,5.332738112
0.00407,2.949849846,8.264039688
0.00408,3.687996674,11.53405145
0.00409,6.109344263,4.745852088
0.0041,9.510565163,11.08310793
0.00411,12.76179877,26.17499158
0.00412,14.73554987,18.74992391
0.00413,14.73554987,11.35739239
0.00414,12.76179877,20.15935534
0.00415,9.510565163,8.452231754
0.00416,6.109344263,9.357492078
0.00417,3.687996674,3.958823907
0.00418,2.949849846,7.493660578
0.00419,3.906544798,3.145775127
0.0042,5.877852523,14.43281858
0.00421,7.756463002,4.634889595
0.00422,8.436528108,5.963044204
0.00423,7.242181453,15.12226947
0.00424,4.192258597,9.093470557
0.00425,1.96056E-14,3.165090702
0.00426,-4.192258597,2.103822276
0.00427,-7.242181453,-3.070497043
0.00428,-8.436528108,-3.220741987
0.00429,-7.756463002,-4.643650057
0.0043,-5.877852523,-4.18313665
0.00431,-3.906544798,-9.522385192
0.00432,-2.949849846,4.326150602
0.00433,-3.687996674,-10.85660947
0.00434,-6.109344263,-9.590903958
0.00435,-9.510565163,-9.557875083
0.00436,-12.76179877,-8.450814437
0.00437,-14.73554987,-19.09913785
0.00438,-14.73554987,-13.54585373
0.00439,-12.76179877,-20.95256634
0.0044,-9.510565163,-17.15891031
0.00441,-6.109344263,-14.15105186
0.00442,-3.687996674,2.23067632
0.00443,-2.949849846,-2.226514474
0.00444,-3.906544798,-2.715329274
0.00445,-5.877852523,-6.051759398
0.00446,-7.756463002,-9.74594736
0.00447,-8.436528108,-0.843825227
0.00448,-7.242181453,-7.310430272
0.00449,-4.192258597,-11.90275907
0.0045,-1.12711E-13,-3.38109435
0.00451,4.192258597,7.764316818
0.00452,7.242181453,-0.704092882
0.00453,8.436528108,12.65886588
0.00454,7.756463002,11.08686125
0.00455,5.877852523,-3.065930098
0.00456,3.906544798,3.986278305
0.00457,2.949849846,5.550765288
0.00458,3.687996674,3.134698931
0.00459,6.109344263,-1.283898434
0.0046,9.510565163,-1.170855332
0.00461,12.76179877,7.11100113
0.00462,14.73554987,5.135474448
0.00463,14.73554987,13.45446967
0.00464,12.76179877,6.014906405
0.00465,9.510565163,1.262208986
0.00466,6.109344263,7.617301079
0.00467,3.687996674,0.085458839
0.00468,2.949849846,-0.037399776
0.00469,3.906544798,3.675700943
0.0047,5.877852523,7.961250956
0.00471,7.756463002,7.426294908
0.00472,8.436528108,10.14786698
0.00473,7.242181453,-0.964382295
0.00474,4.192258597,9.02853842
0.00475,6.37088E-14,3.343228121
0.00476,-4.192258597,-2.590754191
0.00477,-7.242181453,-2.498739492
0.00478,-8.436528108,-5.190257466
0.00479,-7.756463002,-11.87926334
0.0048,-5.877852523,-3.144111546
0.00481,-3.906544798,1.804240889
0.00482,-2.949849846,-5.254778326
0.00483,-3.687996674,-0.703831409
0.00484,-6.109344263,-2.529368342
0.00485,-9.510565163,-3.753481708
0.00486,-12.76179877,-8.695656607
0.00487,-14.73554987,-21.73937342
0.00488,-14.73554987,-18.76703646
0.00489,-12.76179877,-16.78874504
0.0049,-9.510565163,-6.765972899
0.00491,-6.109344263,-11.92110163
0.00492,-3.687996674,-2.440444558
0.00493,-2.949849846,2.823953854
0.00494,-3.906544798,4.117164044
0.00495,-5.877852523,-2.728206039
0.00496,-7.756463002,-10.46629696
0.00497,-8.436528108,-5.854041204
0.00498,-7.242181453,-10.11839527
0.00499,-4.192258597,5.119014213
0.005,-1.47061E-14,0.901956783
0.00501,4.192258597,7.0560833
0.00502,7.242181453,1.872703583
0.00503,8.436528108,16.69929633
0.00504,7.756463002,14.83953687
0.00505,5.877852523,6.904720266
0.00506,3.906544798,5.401598532
0.00507,2.949849846,-2.57374253
0.00508,3.687996674,18.98184017
0.00509,6.109344263,13.55241349
0.0051,9.510565163,14.16686627
0.00511,12.76179877,9.523516118
0.00512,14.73554987,14.22432138
0.00513,14.73554987,15.55193033
0.00514,12.76179877,16.17123024
0.00515,9.510565163,12.20826895
0.00516,6.109344263,4.570025256
0.00517,3.687996674,8.20308295
0.00518,2.949849846,5.516857998
0.00519,3.906544798,-2.581098848
0.0052,5.877852523,4.337408387
0.00521,7.756463002,-3.75059089
0.00522,8.436528108,4.089817183
0.00523,7.242181453,12.51609662
0.00524,4.192258597,4.088488394
0.00525,-3.42966E-14,7.986946079
0.00526,-4.192258597,-4.322538831
0.00527,-7.242181453,-9.58951454
0.00528,-8.436528108,-8.500548164
0.00529,-7.756463002,-11.8524014
0.0053,-5.877852523,-1.476124922
0.00531,-3.906544798,-0.520747408
0.00532,-2.949849846,3.607156318
0.00533,-3.687996674,4.343714515
0.00534,-6.109344263,-13.69790088
0.00535,-9.510565163,-7.806624776
0.00536,-12.76179877,-19.72096081
0.00537,-14.73554987,-16.78091193
0.00538,-14.73554987,-14.46276722
0.00539,-12.76179877,-17.91877516
0.0054,-9.510565163,-11.93186188
0.00541,-6.109344263,-1.772946928
0.00542,-3.687996674,1.707401707
0.00543,-2.949849846,7.338656914
0.00544,-3.906544798,-7.460954885
0.00545,-5.877852523,-6.873741388
0.00546,-7.756463002,-6.256857468
0.00547,-8.436528108,-4.187802508
0.00548,-7.242181453,-7.183780969
0.00549,-4.192258597,-11.01865052
0.0055,-3.43026E-13,-5.137745773
0.00551,4.192258597,4.097913486
0.00552,7.242181453,2.885067564
0.00553,8.436528108,3.329802792
0.00554,7.756463002,11.02450881
0.00555,5.877852523,6.694868294
0.00556,3.906544798,0.984238728
0.00557,2.949849846,0.375278297
0.00558,3.687996674,0.271460973
0.00559,6.109344263,10.78283034
0.0056,9.510565163,8.854413211
0.00561,12.76179877,13.4385924
0.00562,14.73554987,13.82792986
0.00563,14.73554987,4.677227023
0.00564,12.76179877,21.34801985
0.00565,9.510565163,14.12704401
0.00566,6.109344263,1.734617376
0.00567,3.687996674,2.954033478
0.00568,2.949849846,1.977187281
0.00569,3.906544798,4.469160858
0.0057,5.877852523,9.789149701
0.00571,7.756463002,7.61456264
0.00572,8.436528108,7.464748341
0.00573,7.242181453,6.017028876
0.00574,4.192258597,5.332505104
0.00575,9.80661E-15,1.846245198
0.00576,-4.192258597,-0.776103281
0.00577,-7.242181453,-11.5163985
0.00578,-8.436528108,-5.450779339
0.00579,-7.756463002,-4.717216383
0.0058,-5.877852523,-7.313340752
0.00581,-3.906544798,-2.201701648
0.00582,-2.949849846,-7.976848408
0.00583,-3.687996674,-7.404713374
0.00584,-6.109344263,-14.14562812
0.00585,-9.510565163,-13.04527037
0.00586,-12.76179877,-8.997397232
0.00587,-14.73554987,-12.43441202
0.00588,-14.73554987,-20.72644687
0.00589,-12.76179877,-13.10772577
0.0059,-9.510565163,-0.476924829
0.00591,-6.109344263,-10.26934759
0.00592,-3.687996674,-12.99333348
0.00593,-2.949849846,-5.214085464
0.00594,-3.906544798,4.51829878
0.00595,-5.877852523,-5.49350321
0.00596,-7.756463002,0.017628079
0.00597,-8.436528108,-13.24203853
0.00598,-7.242181453,-5.534501754
0.00599,-4.192258597,0.050157751
0.006,3.91961E-14,0.398446629
0.00601,4.192258597,5.870383698
0.00602,7.242181453,11.25589744
0.00603,8.436528108,7.525522631
0.00604,7.756463002,5.076611285
0.00605,5.877852523,-3.415344554
0.00606,3.906544798,-9.057658163
0.00607,2.949849846,-0.115979098
0.00608,3.687996674,5.205183893
0.00609,6.109344263,9.052891367
0.0061,9.510565163,11.71714438
0.00611,12.76179877,20.87423785
0.00612,14.73554987,12.53035842
0.00613,14.73554987,19.63145505
0.00614,12.76179877,14.08785669
0.00615,9.510565163,9.722066606
0.00616,6.109344263,16.94686862
0.00617,3.687996674,2.781804632
0.00618,2.949849846,-0.586043663
0.00619,3.906544798,2.899215993
0.0062,5.877852523,10.67155877
0.00621,7.756463002,4.299970673
0.00622,8.436528108,12.30630167
0.00623,7.242181453,11.52174455
0.00624,4.192258597,8.331982641
0.00625,-8.81988E-14,-4.328953419
0.00626,-4.192258597,3.585530102
0.00627,-7.242181453,9.147347099
0.00628,-8.436528108,-5.662426346
0.00629,-7.756463002,-11.09214124
0.0063,-5.877852523,-4.384197979
0.00631,-3.906544798,0.843289615
0.00632,-2.949849846,-5.013735089
0.00633,-3.687996674,1.24599415
0.00634,-6.109344263,-7.063027981
0.00635,-9.510565163,-9.706977764
0.00636,-12.76179877,-9.446835402
0.00637,-14.73554987,-15.58125093
0.00638,-14.73554987,-23.2163527
0.00639,-12.76179877,-18.9068851
0.0064,-9.510565163,-12.52083906
0.00641,-6.109344263,-0.711378295
0.00642,-3.687996674,-4.40347954
0.00643,-2.949849846,-0.272008299
0.00644,-3.906544798,-4.774678472
0.00645,-5.877852523,-8.841286395
0.00646,-7.756463002,-13.54520446
0.00647,-8.436528108,-3.504125925
0.00648,-7.242181453,-2.676896043
0.00649,-4.192258597,-5.255982844
0.0065,-2.89124E-13,-1.832428978
0.00651,4.192258597,3.169908206
0.00652,7.242181453,12.21690795
0.00653,8.436528108,6.239991335
0.00654,7.756463002,5.884731112
0.00655,5.877852523,9.289487474
0.00656,3.906544798,6.327110798
0.00657,2.949849846,2.991995058
0.00658,3.687996674,4.109839823
0.00659,6.109344263,-0.338161931
0.0066,9.510565163,7.257088401
0.00661,12.76179877,16.52753756
0.00662,14.73554987,17.41357582
0.00663,14.73554987,18.04097494
0.00664,12.76179877,8.321327977
0.00665,9.510565163,12.32267368
0.00666,6.109344263,4.43548891
0.00667,3.687996674,6.498392816
0.00668,2.949849846,-0.066916631
0.00669,3.906544798,8.830404479
0.0067,5.877852523,-5.187556852
0.00671,7.756463002,13.61372449
0.00672,8.436528108,12.99008796
0.00673,7.242181453,5.415532397
0.00674,4.192258597,-2.833473909
0.00675,2.40122E-13,0.435384156
0.00676,-4.192258597,-6.484659878
0.00677,-7.242181453,-14.21710843
0.00678,-8.436528108,-6.959481473
0.00679,-7.756463002,-9.640943073
0.0068,-5.877852523,1.127197022
0.00681,-3.906544798,-0.477554673
0.00682,-2.949849846,-1.221171544
0.00683,-3.687996674,-8.550307483
0.00684,-6.109344263,-6.066734214
0.00685,-9.510565163,-19.45214729
0.00686,-12.76179877,-13.39227331
0.00687,-14.73554987,-15.56850681
0.00688,-14.73554987,-17.21783129
0.00689,-12.76179877,-9.476722017
0.0069,-9.510565163,-6.58220185
0.00691,-6.109344263,-9.826600314
0.00692,-3.687996674,-1.728936617
0.00693,-2.949849846,-4.796458487
0.00694,-3.906544798,-9.69557901
0.00695,-5.877852523,-9.923513319
0.00696,-7.756463002,-8.900837489
0.00697,-8.436528108,-6.231896876
0.00698,-7.242181453,-7.689221177
0.00699,-4.192258597,6.299511333
0.007,9.30983E-14,-2.722697322
0.00701,4.192258597,9.315278275
0.00702,7.242181453,10.78581088
0.00703,8.436528108,5.410490356
0.00704,7.756463002,12.02880842
0.00705,5.877852523,9.759671402
0.00706,3.906544798,-0.876065403
0.00707,2.949849846,-3.413018213
0.00708,3.687996674,-5.644627204
0.00709,6.109344263,4.622589332
0.0071,9.510565163,15.11628733
0.00711,12.76179877,11.66999051
0.00712,14.73554987,18.73177032
0.00713,14.73554987,12.8531903
0.00714,12.76179877,10.80000238
0.00715,9.510565163,12.27204685
0.00716,6.109344263,8.679778079
0.00717,3.687996674,6.619040843
0.00718,2.949849846,1.78361046
0.00719,3.906544798,4.428395815
0.0072,5.877852523,10.79771076
0.00721,7.756463002,11.64301884
0.00722,8.436528108,7.914515434
0.00723,7.242181453,-5.506127216
0.00724,4.192258597,4.497243819
0.00725,-1.42101E-13,2.469704462
0.00726,-4.192258597,-4.119868398
0.00727,-7.242181453,3.585601378
0.00728,-8.436528108,-14.74698176
0.00729,-7.756463002,-0.673969174
0.0073,-5.877852523,-13.98623752
0.00731,-3.906544798,0.138571608
0.00732,-2.949849846,-0.229899141
0.00733,-3.687996674,-5.615863701
0.00734,-6.109344263,-15.44250896
0.00735,-9.510565163,-1.252303689
0.00736,-12.76179877,-11.17106518
0.00737,-14.73554987,-17.26436197
0.00738,-14.73554987,-18.74370505
0.00739,-12.76179877,-15.20783153
0.0074,-9.510565163,-14.80809002
0.00741,-6.109344263,-3.833528079
0.00742,-3.687996674,-0.249509201
0.00743,-2.949849846,-6.48551159
0.00744,-3.906544798,-3.30773697
0.00745,-5.877852523,-6.441995558
0.00746,-7.756463002,-8.46187861
0.00747,-8.436528108,3.736888172
0.00748,-7.242181453,-10.41244136
0.00749,-4.192258597,-7.231349744
0.0075,-2.35222E-13,-0.805731354
0.00751,4.192258597,-5.904505173
0.00752,7.242181453,1.516508761
0.00753,8.436528108,10.84315347
0.00754,7.756463002,8.332206259
0.00755,5.877852523,-2.642106942
0.00756,3.906544798,6.353294083
0.00757,2.949849846,8.500958574
0.00758,3.687996674,5.36796889
0.00759,6.109344263,6.126264199
0.0076,9.510565163,16.15643291
0.00761,12.76179877,18.36741865
0.00762,14.73554987,14.8415329
0.00763,14.73554987,11.68806393
0.00764,12.76179877,12.26798999
0.00765,9.510565163,0.767705493
0.00766,6.109344263,-2.834272734
0.00767,3.687996674,3.392599287
0.00768,2.949849846,2.306313994
0.00769,3.906544798,-2.697459802
0.0077,5.877852523,-2.460530459
0.00771,7.756463002,5.717469336
0.00772,8.436528108,3.104731374
0.00773,7.242181453,2.238867942
0.00774,4.192258597,3.049111776
